model_code|version_name|version_code|spec_category|spec_category_vn|spec_key|spec_key_vn|spec_value|spec_unit|source_document|source_url|source_page|source_bbox|source_block_id|confidence
VF 8 All New|||infotainment|Giải trí & kết nối|Sạc không dây|Sạc không dây|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|6|[301.8, 618.8, 556.0, 633.1]|p06_b02|0.98
VF 8 All New|||safety|An toàn|Khóa cửa xe tự động khi xe di chuyển|Khóa cửa xe tự động khi xe di chuyển|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|6|[301.8, 646.6, 556.0, 660.9]|p06_b02|0.98
VF 8 All New|||safety|An toàn|Cảnh báo chống trộm|Cảnh báo chống trộm|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|6|[301.8, 660.9, 556.0, 675.2]|p06_b02|0.98
VF 8 All New|||powertrain|Hệ thống truyền động|Tính năng khóa động cơ khi có trộm|Loại động cơ|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|6|[301.8, 675.2, 556.0, 688.7]|p06_b02|0.98
VF 8 All New|||safety|An toàn|Giám sát áp suất lốp|Giám sát áp suất lốp|dTPMS||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|6|[301.8, 688.7, 556.0, 703.0]|p06_b02|0.98
VF 8 All New|||safety|An toàn|Cảng đặt khẩn cấp|Cảng đặt khẩn cấp|Trước và sau||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|6|[301.8, 703.0, 556.0, 717.3]|p06_b02|0.98
VF 8 All New|||safety|An toàn|Xác định hành khách & Cảnh báo dây an toàn|Xác định hành khách & Cảnh báo dây an toàn|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|6|[301.8, 717.3, 556.0, 731.6]|p06_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Trợ lái trên cao tốc/di chuyển khi tắc đường|Trợ lái trên cao tốc/di chuyển khi tắc đường|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 116.2, 295.6, 131.3]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Tự động dừng trong trường hợp khẩn cấp|Tự động dừng trong trường hợp khẩn cấp|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 131.3, 295.6, 145.6]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Ga tự động thích ứng|Ga tự động thích ứng|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 145.6, 295.6, 160.0]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Nhận biết biển báo giao thông|Nhận biết biển báo giao thông|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 160.0, 295.6, 174.3]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Điều chỉnh tốc độ thông minh|Điều chỉnh tốc độ thông minh|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 174.3, 295.6, 187.7]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo chệch làn|Cảnh báo chệch làn|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 202.1, 295.6, 216.4]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Hỗ trợ giữ làn|Hỗ trợ giữ làn đường (LKA)|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 216.4, 295.6, 230.7]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Hỗ trợ giữ làn khẩn cấp|Hỗ trợ giữ làn đường (LKA)|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 230.7, 295.6, 243.3]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Phanh tự động khẩn cấp trước|Phanh tự động khẩn cấp (AEB)|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 256.8, 295.6, 271.1]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo va chạm phía trước|Cảnh báo va chạm phía trước|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 285.4, 295.6, 299.7]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo phương tiện cắt ngang phía sau|Cảnh báo phương tiện cắt ngang phía sau|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 299.7, 295.6, 313.2]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo điểm mù|Cảnh báo điểm mù (BSD)|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 313.2, 295.6, 327.5]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Cảnh báo mở cửa|Cảnh báo mở cửa|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 327.5, 295.6, 341.0]|p07_b02|0.98
VF 8 All New|||safety|An toàn|Camera 360|Camera 360 độ|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 355.3, 295.6, 369.6]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Cảm biến đỗ xe phía trước|Cảm biến đỗ xe phía trước|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 369.6, 295.6, 383.1]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Cảm biến đỗ xe phía sau|Cảm biến đỗ xe phía sau|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 383.1, 295.6, 397.4]|p07_b02|0.98
VF 8 All New|||adas|Hỗ trợ lái nâng cao (ADAS)|Đèn chiếu xa tự động|Đèn chiếu xa tự động|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 410.8, 295.6, 425.2]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Tư vấn cách thức sử dụng và vận hành xe hiệu quả|Tư vấn cách thức sử dụng và vận hành xe hiệu quả|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 469.8, 295.6, 484.1]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Tư vấn tình trạng xe và hỗ trợ xử lý sự cố|Tư vấn tình trạng xe và hỗ trợ xử lý sự cố|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 484.1, 295.6, 497.6]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Cập nhật / Góp ý cho trợ lý ảo|Trợ lý ảo VinFast|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 497.6, 295.6, 511.0]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Hỗ trợ điều khiển, thiết lập nhanh|Hỗ trợ điều khiển, thiết lập nhanh|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 525.3, 295.6, 539.7]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Hỗ trợ giải trí đa phương tiện|Hỗ trợ giải trí đa phương tiện|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 539.7, 295.6, 554.0]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Hỗ trợ điều hướng dẫn đường|Hỗ trợ điều hướng dẫn đường|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 554.0, 295.6, 567.4]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Hỗ trợ gọi điện thoại rảnh tay|Hỗ trợ gọi điện thoại rảnh tay|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 567.4, 295.6, 581.7]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Chào hỏi, thực hiện lệnh theo kịch bản tạo sẵn|Chào hỏi, thực hiện lệnh theo kịch bản tạo sẵn|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 581.7, 295.6, 596.1]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Cài đặt cơ bản|Cài đặt cơ bản|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 596.1, 295.6, 609.5]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Cài đặt nâng cao (AI tạo sinh)|Cài đặt nâng cao (AI tạo sinh)|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 609.5, 295.6, 623.8]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Chuyện phiếm & tiếu lâm|Chuyện phiếm & tiếu lâm|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 651.6, 295.6, 665.9]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Hỏi đáp thông tin chung|Hỏi đáp thông tin chung|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 665.9, 295.6, 680.2]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Trợ lý ảo du lịch|Trợ lý ảo VinFast|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 680.2, 295.6, 694.6]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Giám sát xe từ xa|Giám sát xe từ xa|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 724.0, 295.6, 738.3]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Điều khiển xe từ xa|Điều khiển xe từ xa|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[39.2, 738.3, 295.6, 751.8]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Các chế độ vận hành đặc biệt|Các chế độ vận hành đặc biệt|Tiêu chuẩn: Giới hạn; Tùy chọn: Đầy đủ tính năng||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 116.2, 568.2, 144.8]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Quản lý thiết bị Bluetooth|Quản lý thiết bị Bluetooth|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 158.3, 568.2, 172.6]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Quản lý WiFi|Quản lý WiFi|Có phát Hotspot||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 172.6, 568.2, 186.9]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Quản lý eSIM|Quản lý eSIM|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 186.9, 568.2, 200.4]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Giám sát tình trạng pin, giới hạn dung lượng/đồng sạc|Giám sát tình trạng pin, giới hạn dung lượng/đồng sạc|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 214.7, 568.2, 242.5]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Hồ sơ người lái|Hồ sơ người lái|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 242.5, 568.2, 256.8]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Giải trí cơ bản|Giải trí cơ bản|Có (Đài FM, Bluetooth, USB)||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 271.1, 568.2, 285.4]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Giải trí trực tuyến|Giải trí trực tuyến|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 285.4, 568.2, 299.7]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Kết nối với Android Auto và Apple Carplay|Kết nối (Bluetooth/Wifi/USB)|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 299.7, 568.2, 313.2]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Bản đồ cơ bản|Bản đồ cơ bản|Tiêu chuẩn: HERE map; Tùy chọn: Vietmap||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 327.5, 568.2, 355.3]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Dẫn đường nâng cao cho xe điện|Dẫn đường nâng cao cho xe điện|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 355.3, 568.2, 369.6]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Khung tiện ích|Khung tiện ích|Tiêu chuẩn: Cơ bản; Tùy chọn: Nâng cao||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 383.1, 568.2, 410.8]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Hướng dẫn sử dụng|Hướng dẫn sử dụng|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 410.8, 568.2, 425.2]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Trình duyệt web|Trình duyệt web|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 425.2, 568.2, 439.5]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Trò chơi|Trò chơi|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 439.5, 568.2, 452.9]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Tự chẩn đoán lỗi/Chuẩn đoán lỗi từ xa|Tự chẩn đoán lỗi|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 467.2, 568.2, 481.6]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Phần mềm miễn phí|Phần mềm miễn phí|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 495.0, 568.2, 509.3]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Phần mềm thu phí|Phần mềm thu phí|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 509.3, 568.2, 523.7]|p07_b02|0.98
VF 8 All New|||infotainment|Giải trí & kết nối|Chợ ứng dụng|Chợ ứng dụng|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 523.7, 568.2, 537.1]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Quản lý tài khoản, ủy quyền cho lái xe thứ 2, đồng bộ lịch,...|Quản lý tài khoản, ủy quyền cho lái xe thứ 2, đồng bộ lịch,...|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 585.1, 568.2, 612.9]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Giám sát xe từ xa & nhận thông báo|Giám sát xe từ xa & nhận thông báo|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 612.9, 568.2, 627.2]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Quản lý pin nâng cao|Quản lý pin nâng cao|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 627.2, 568.2, 640.7]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Điều khiển từ xa|Điều khiển từ xa|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 655.0, 568.2, 669.3]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Thiết lập cài đặt từ xa|Thiết lập cài đặt từ xa|Tùy chọn||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 669.3, 568.2, 682.8]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Tìm trạm sạc|Tìm trạm sạc|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 682.8, 568.2, 697.1]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Thanh toán phí sạc|Thanh toán phí sạc qua app|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 697.1, 568.2, 710.6]|p07_b02|0.98
VF 8 All New|||connected|Kết nối thông minh|Hỗ trợ hậu mãi|Hỗ trợ hậu mãi|Có||vf8_all_new_brochure|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf|7|[311.2, 710.6, 568.2, 724.9]|p07_b02|0.98
VF 8|||dimension|Kích thước & trọng lượng|wheelbase_mm|wheelbase_mm|2950|mm|vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|5|[282.0, 420.3, 454.6, 449.4]|p05_b02|0.98
VF 8|||dimension|Kích thước & trọng lượng|Chiều dài tổng thể|Chiều dài tổng thể|4.150|mm|vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|5|[261.0, 445.3, 420.9, 476.2]|p05_b02|0.98
VF 8|||dimension|Kích thước & trọng lượng|Chiều rộng tổng thể|Chiều rộng tổng thể|1.934|mm|vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|5|[602.8, 414.3, 685.3, 481.0]|p05_b02|0.98
VF 8|||dimension|Kích thước & trọng lượng|Chiều cao tổng thể|Chiều cao tổng thể|1.667|mm|vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|5|[653.3, 300.6, 715.6, 384.0]|p05_b02|0.98
VF 8|||exterior|Ngoại thất|Gương chiếu hậu|Gương chiếu hậu|Tích hợp sấy mặt gương, chống chói tự động, nhớ vị trí và tự động điều chỉnh khi lùi||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|5|[252.6, 135.1, 522.0, 184.5]|p05_b02|0.98
VF 8|||exterior|Ngoại thất|Đèn hậu|Đèn hậu|Full LED, nổi bật với nhận diện thương hiệu VinFast||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|5|[526.2, 136.3, 627.2, 186.3]|p05_b02|0.98
VF 8|Plus||exterior|Ngoại thất|Cốp|Cốp|Cốp chỉnh điện tích hợp đóng/mở cốp đá chân||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|5|[631.4, 136.3, 703.0, 188.1]|p05_b02|0.98
VF 8|||exterior|Ngoại thất|Cửa sổ trời toàn cảnh*|Cửa sổ trời toàn cảnh*|Có||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|6|[343.5, 84.5, 445.4, 118.5]|p06_b02|0.98
VF 8|||exterior|Ngoại thất|Đèn pha|Đèn pha|Tự động bật/tắt, điều khiển góc chiếu pha thông minh||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|6|[688.7, 145.2, 795.6, 182.2]|p06_b02|0.98
VF 8|||exterior|Ngoại thất|Kính cửa trước|Kính cửa trước|Cách âm 2 lớp||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|6|[479.0, 443.5, 620.5, 471.5]|p06_b02|0.98
VF 8|||exterior|Ngoại thất|Kính cửa sau|Kính cửa sau|Màu đen riêng tư||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|6|[356.1, 496.5, 468.1, 523.2]|p06_b02|0.98
VF 8|||chassis|Khung gầm & hệ thống treo|La-zăng*|Kích thước la-zăng|Hợp kim 20|inch|vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|6|[261.0, 539.3, 357.8, 565.5]|p06_b02|0.98
VF 8|VF 8 PLUS||exterior|Ngoại thất|Gương chiếu hậu chống chói tự động|Gương chiếu hậu|Có||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|7|[51.4, 35.7, 154.1, 61.3]|p07_b02|0.98
VF 8|VF 8 PLUS||interior|Nội thất|Màn hình cảm ứng|Màn hình cảm ứng|15,6|inch|vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|7|[698.8, 163.7, 793.9, 181.0]|p07_b02|0.98
VF 8|VF 8 PLUS||interior|Nội thất|Vô lăng chỉnh điện|Vô lăng|4 hướng, tích hợp sưởi và nhớ vị trí||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|7|[53.9, 195.3, 154.9, 222.0]|p07_b02|0.98
VF 8|VF 8 PLUS||interior|Nội thất|Điều hòa tự động|Hệ thống điều hòa|2 vùng, tích hợp kiểm soát chất lượng không khí, kèm chức năng i-on hóa, lọc không khí cabin Combi 1.0||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|7|[699.6, 266.1, 806.5, 353.6]|p07_b02|0.98
VF 8|VF 8 PLUS||interior|Nội thất|Nút bấm chuyển số|Nút bấm chuyển số|Có||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|7|[53.9, 333.9, 172.6, 352.4]|p07_b02|0.98
VF 8|VF 8 PLUS||interior|Nội thất|Ghế lái chỉnh điện|Ghế lái|12 hướng, nhớ vị trí, tích hợp thông gió và sưởi||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|7|[52.2, 409.0, 162.5, 459.0]|p07_b02|0.98
VF 8|VF 8 PLUS||interior|Nội thất|Ghế phụ chỉnh điện|Ghế phụ|10 hướng, tích hợp thông gió và sưởi||vf8_brochure|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf|7|[683.6, 443.5, 792.2, 481.6]|p07_b02|0.98
